Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source
2022-01-01 08:06:17,56.105.169.245,168.219.22.149,60482,56288,Udp,275,Data,Ftp,Unde voluptate dignissimos itaque. Facilis rerum illo aspernatur quibusdam fuga. Quos quo perspiciatis vero omnis. Accusantium sunt fugiat officiis fugit id. Placeat hic dolorum placeat architecto.,,20.7,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Shalv Ravi,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_5) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/50.0.825.0 Safari/535.2",Segment C,"Maheshtala, Chhattisgarh",190.164.136.254,Log Data,,Server
2023-09-21 20:31:38,113.100.225.2,55.30.69.90,1956,41172,Icmp,1033,Control,Ftp,In ipsa ipsa. Placeat atque corrupti quasi odit quisquam veritatis quia. Aliquid culpa eligendi doloremque mollitia vero.,,83.69,Alert Triggered,Malware,Known Pattern B,Logged,Low,Ira Ravel,"Mozilla/5.0 (Linux; Android 4.4.3) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/40.0.849.0 Safari/533.2",Segment B,"Firozabad, Bihar",,Log Data,Alert Data,Firewall
2020-10-10 22:39:36,74.192.118.62,1.238.163.249,40822,14768,Icmp,135,Control,Ftp,Labore nihil et quibusdam corporis. Possimus saepe quasi quia. Nesciunt quaerat fuga temporibus eius dolores. Vitae illum porro voluptas itaque sequi architecto. Saepe eum excepturi quam.,,41.07,,Ddos,Known Pattern B,Ignored,High,Suhana Gour,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/4.0),Segment C,"Nagpur, Tamil Nadu",,Log Data,,Firewall
2023-09-16 06:57:01,114.61.69.32,96.102.201.208,5960,30316,Udp,492,Data,Http,Adipisci aliquam voluptate quo veniam. Minus accusamus quis molestias quidem asperiores sint. Deleniti exercitationem dolor iure quibusdam vero.,Ioc Detected,23.84,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Elakshi Kala,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_0 rv:5.0; ga-IE) AppleWebKit/533.23.7 (KHTML, like Gecko) Version/5.0 Safari/533.23.7",Segment A,"Phusro, Haryana",152.255.1.69,,,Firewall
2020-01-27 11:19:36,92.64.189.189,182.210.176.42,19731,55234,Icmp,783,Data,Dns,Sapiente rem provident molestias fugiat iusto. Fuga suscipit accusantium totam expedita ipsa eius. Id repellat corporis esse sunt quos.,Ioc Detected,65.28,Alert Triggered,Malware,Known Pattern B,Ignored,High,Darshit Uppal,Opera/8.21.(X11; Linux i686; pt-PT) Presto/2.9.180 Version/11.00,Segment B,"Tadepalligudem, Himachal Pradesh",39.216.243.27,,Alert Data,Firewall
2022-08-23 08:47:20,48.129.43.125,173.16.209.15,27748,48223,Tcp,567,Control,Ftp,Velit deserunt eveniet quia placeat. Odit ad accusantium magni maiores temporibus incidunt distinctio. Cum quis placeat temporibus rem. Corporis itaque eveniet tempora velit.,Ioc Detected,44.95,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Nitara Vig,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0 rv:6.0; sw-TZ) AppleWebKit/534.41.4 (KHTML, like Gecko) Version/5.0.5 Safari/534.41.4",Segment B,"Nanded, Maharashtra",,,Alert Data,Firewall
2023-02-27 11:58:23,173.111.120.58,190.179.28.4,30212,56670,Icmp,1300,Control,Http,Consequuntur recusandae aliquam quo sequi suscipit nobis. Id sapiente sequi nulla nam illo. Saepe inventore rem qui eius in.,Ioc Detected,84.73,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Prisha Chakrabarti,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_2; rv:1.9.5.20) Gecko/4655-04-14 12:35:14 Firefox/3.6.6,Segment A,"Silchar, Haryana",186.237.58.45,Log Data,,Firewall
2020-12-30 20:02:59,200.117.109.228,179.145.4.203,16709,52622,Icmp,744,Control,Ftp,Quaerat culpa fuga. Id ullam non nihil id. Quaerat nemo aspernatur adipisci. Quia quas non inventore neque. Fugit placeat explicabo iste. Similique aliquid hic.,,69.31,Alert Triggered,Malware,Known Pattern A,Blocked,Low,Anaya Sankar,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/3.0),Segment A,"Ludhiana, Sikkim",151.75.161.254,,,Server
2022-01-22 20:35:42,16.135.76.200,178.190.147.18,31611,30926,Icmp,955,Data,Ftp,Molestias modi quis ab deleniti. Id deleniti harum atque nemo. Repellendus illo corporis recusandae non qui laudantium et. Doloremque exercitationem autem. Autem optio ipsum perspiciatis.,,45.95,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Nishith Balay,Opera/8.66.(Windows NT 10.0; mi-NZ) Presto/2.9.176 Version/12.00,Segment A,"Rajpur Sonarpur, Uttar Pradesh",,,,Firewall
2022-09-25 15:47:08,213.152.212.9,36.126.16.163,26227,8976,Udp,789,Control,Dns,Odit accusantium repellat tempora. Deserunt veritatis ipsam ea deleniti odio libero. Fugit ex quod.,Ioc Detected,85.34,Alert Triggered,Malware,Known Pattern B,Blocked,High,Seher Suresh,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_7; rv:1.9.3.20) Gecko/8638-02-05 16:37:29 Firefox/3.8,Segment B,"Guna, Nagaland",,Log Data,Alert Data,Firewall
2023-07-23 01:26:21,50.52.94.179,30.201.232.224,63377,62905,Icmp,509,Control,Ftp,Non qui est eos pariatur voluptates. Accusantium dicta iusto ducimus. Officia eveniet dolorum accusamus nemo occaecati.,Ioc Detected,12.22,,Malware,Known Pattern A,Ignored,High,Chirag Sandal,"Mozilla/5.0 (Linux; Android 1.6) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/30.0.815.0 Safari/532.0",Segment B,"Kakinada, Goa",,,Alert Data,Server
2021-04-15 09:55:13,89.21.136.110,155.251.165.157,54574,10948,Icmp,943,Data,Ftp,Placeat maiores quis. Laborum enim veniam neque dolores ab veniam. Accusantium eaque dicta consequuntur magnam velit quibusdam. Unde sapiente asperiores natus deserunt.,,46.81,,Intrusion,Known Pattern B,Blocked,High,Sana Keer,Mozilla/5.0 (Android 7.1.1; Mobile; rv:15.0) Gecko/15.0 Firefox/15.0,Segment A,"Noida, Karnataka",,,Alert Data,Server
2020-07-07 21:21:05,205.49.51.6,132.48.69.102,53375,22006,Udp,343,Data,Http,Voluptate quibusdam nemo adipisci necessitatibus ex. Exercitationem illum voluptatum explicabo. Modi dolorem vitae unde necessitatibus nesciunt aut.,,95.7,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Saira Soni,"Mozilla/5.0 (Windows CE) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.815.0 Safari/535.2",Segment A,"Guwahati, Maharashtra",177.33.197.178,Log Data,Alert Data,Server
2020-05-24 14:31:19,66.182.231.25,143.232.119.131,3698,29165,Tcp,1259,Data,Ftp,Sit voluptatum at. Quas et optio. Nam ad quo exercitationem quia voluptatem ad.,,55.71,Alert Triggered,Ddos,Known Pattern B,Logged,Medium,Hrishita Sekhon,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_9; rv:1.9.4.20) Gecko/8063-10-24 22:55:18 Firefox/3.8,Segment B,"Bharatpur, Assam",67.125.232.101,,,Firewall
2020-11-05 01:33:17,124.211.97.199,220.249.72.109,17706,58692,Icmp,456,Data,Http,Vel soluta asperiores corrupti. Tenetur eaque architecto quod tenetur. Perferendis similique vero dolores nobis blanditiis dolor.,Ioc Detected,63.1,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Lavanya Karnik,Opera/9.42.(X11; Linux i686; yue-HK) Presto/2.9.162 Version/12.00,Segment A,"Bhubaneswar, West Bengal",198.231.31.173,Log Data,Alert Data,Firewall
2020-01-09 04:42:00,162.211.164.205,88.32.157.182,59550,14090,Icmp,1241,Data,Ftp,Reprehenderit voluptate aperiam odio molestias id accusamus. Iure ex voluptas nulla ea ducimus cumque. Ipsa harum velit aut. Voluptatem vitae labore.,,51.95,,Ddos,Known Pattern A,Logged,High,Krish Chauhan,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_6 rv:4.0; doi-IN) AppleWebKit/531.16.3 (KHTML, like Gecko) Version/5.1 Safari/531.16.3",Segment A,"Nagpur, West Bengal",,Log Data,,Firewall
2020-05-31 10:31:39,15.52.248.167,205.11.120.52,3603,2920,Tcp,164,Control,Http,Sit tenetur ipsam id vero. Ipsam eaque eveniet aspernatur dicta ullam officia. Fugit iste inventore consectetur. Nisi alias at consequuntur fugit fugiat.,Ioc Detected,86.53,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Yuvaan Bhatt,Opera/8.74.(Windows 98; fr-LU) Presto/2.9.182 Version/11.00,Segment B,"Tezpur, Telangana",,,,Server
2022-03-17 01:41:18,222.17.129.1,35.96.138.25,7667,56015,Tcp,819,Control,Http,Alias cum unde deleniti. Illum ad nostrum cumque corporis. Ducimus ipsa incidunt illo delectus.,Ioc Detected,3.4,,Intrusion,Known Pattern A,Blocked,Low,Chirag Hans,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; uz-UZ) AppleWebKit/534.35.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6534.35.6",Segment A,"Jamnagar, Nagaland",186.3.105.20,Log Data,Alert Data,Server
2022-01-26 07:44:42,88.85.31.49,32.166.36.69,17917,14714,Icmp,852,Data,Ftp,Tempore eius culpa perferendis. Consequuntur molestiae est doloribus magnam quae facere. Incidunt eaque consequatur tempora libero vitae.,Ioc Detected,86.09,,Ddos,Known Pattern A,Ignored,Low,Mehul Ghose,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/5935-07-04 07:37:05 Firefox/5.0,Segment B,"Secunderabad, Arunachal Pradesh",,Log Data,Alert Data,Server
2020-09-09 07:01:26,85.109.172.163,79.181.189.133,36633,20816,Icmp,248,Control,Ftp,Doloribus est ex corrupti rerum sed laborum odit. Libero eligendi ex quaerat. Nesciunt aliquid voluptate velit. Enim veniam molestiae quidem harum illum.,Ioc Detected,21.78,Alert Triggered,Malware,Known Pattern B,Ignored,Low,Dhanuk Bawa,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/5.0),Segment B,"Bidhannagar, Karnataka",,,Alert Data,Server
2020-05-21 06:38:56,47.22.26.71,89.174.236.196,31707,21304,Tcp,736,Control,Dns,Delectus sequi minima cupiditate quae ullam optio. Adipisci explicabo nesciunt sint.,Ioc Detected,98.95,,Intrusion,Known Pattern B,Ignored,Low,Sahil Yadav,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/50.0.823.0 Safari/535.1",Segment B,"Sirsa, Gujarat",35.140.74.193,Log Data,,Firewall
2021-03-07 03:25:38,4.32.63.78,161.21.212.112,42850,13620,Tcp,955,Data,Dns,Nostrum ratione dolores enim sit. Excepturi maxime id id voluptates veniam. A illum aliquid dolores praesentium consequuntur consectetur.,Ioc Detected,60.87,,Malware,Known Pattern B,Ignored,Low,Devansh Agrawal,Mozilla/5.0 (Android 5.0.1; Mobile; rv:43.0) Gecko/43.0 Firefox/43.0,Segment A,"Kavali, Madhya Pradesh",,Log Data,,Server
2021-12-19 19:30:52,191.151.27.198,39.105.227.123,62238,56605,Udp,819,Data,Ftp,Voluptatem ex aliquam odit ad error explicabo. Dignissimos deserunt atque excepturi. Dolore repellat magni exercitationem esse.,,89.69,,Intrusion,Known Pattern B,Ignored,Medium,Kiaan Talwar,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/37.0.820.0 Mobile/23T485 Safari/533.1",Segment A,"Karimnagar, Chhattisgarh",144.254.82.80,Log Data,,Firewall
2023-02-01 08:45:28,199.90.104.241,109.114.26.227,39685,40909,Icmp,143,Data,Ftp,Fugiat alias laborum non consectetur aspernatur. Pariatur eveniet laudantium ipsum similique quibusdam molestias. Ipsam numquam dolore cumque iusto perspiciatis saepe.,Ioc Detected,9.14,Alert Triggered,Malware,Known Pattern B,Logged,Low,Sahil Sastry,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/57.0.802.0 Safari/535.2",Segment B,"Kochi, Chhattisgarh",142.140.148.42,,,Server
2021-11-22 14:50:31,43.231.227.191,123.213.24.153,38940,60813,Udp,1104,Control,Dns,Incidunt sunt adipisci tenetur. Dolor facilis ipsam. Qui nobis aliquam reiciendis illum ratione provident.,Ioc Detected,39.73,,Ddos,Known Pattern A,Logged,High,Indrajit Zacharia,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/4.1),Segment A,"Latur, Meghalaya",,,Alert Data,Server
2022-12-24 14:31:06,212.204.68.225,145.236.105.169,32863,10538,Tcp,673,Control,Http,Distinctio accusamus officia in omnis quis assumenda suscipit. Deleniti beatae ipsam eaque. In dignissimos minima maiores deleniti facilis beatae. Culpa laudantium debitis.,Ioc Detected,15.8,Alert Triggered,Malware,Known Pattern A,Blocked,High,Raghav Mand,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_3 rv:4.0; mai-IN) AppleWebKit/535.45.5 (KHTML, like Gecko) Version/5.0.1 Safari/535.45.5",Segment A,"Ahmedabad, Uttarakhand",82.41.87.160,,Alert Data,Server
2020-05-10 01:43:14,47.183.80.68,67.203.39.253,10281,33428,Tcp,1306,Control,Ftp,Saepe assumenda error in. Perspiciatis qui a dolorem fugiat. Perspiciatis rem nostrum consequuntur. Omnis quasi fugiat laborum repellendus quas quo. Deserunt vel eum alias perferendis.,Ioc Detected,12.74,,Intrusion,Known Pattern A,Ignored,Medium,Onkar Soni,Mozilla/5.0 (Windows NT 4.0; ber-MA; rv:1.9.1.20) Gecko/3846-08-17 07:46:05 Firefox/3.6.3,Segment B,"Aligarh, Meghalaya",,,Alert Data,Server
2020-10-19 05:07:05,142.159.196.183,125.41.243.112,36504,35293,Udp,581,Data,Ftp,Assumenda in corporis saepe. In temporibus ipsum cumque eius aut. Sunt mollitia provident odio.,Ioc Detected,47.17,,Ddos,Known Pattern A,Logged,Medium,Nirvi Jain,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/13.9k4096.0 Mobile/01D355 Safari/532.0",Segment C,"Motihari, Tripura",38.27.197.195,Log Data,Alert Data,Server
2020-09-04 13:34:38,157.100.241.97,10.121.219.156,35667,8893,Tcp,1123,Control,Dns,Repellendus voluptas corrupti aspernatur quis. Eligendi maiores fugit enim. Nostrum rem veniam aliquid molestias omnis. Neque porro architecto sit tempora debitis quas.,,76.13,,Intrusion,Known Pattern A,Ignored,Low,Samaira Shetty,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/10.1a6910.0 Mobile/35R500 Safari/535.1",Segment B,"Hyderabad, Mizoram",,,,Firewall
2022-09-05 22:11:02,27.213.221.3,55.77.40.77,55727,42795,Tcp,1281,Data,Ftp,Ex nobis praesentium fugiat tempore quae. Laborum quod rerum explicabo laudantium doloribus minus. Sed nihil perspiciatis ratione mollitia sed tempora.,Ioc Detected,53.09,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Lavanya Kara,Opera/8.62.(X11; Linux x86_64; ks-IN) Presto/2.9.176 Version/10.00,Segment A,"Nanded, West Bengal",,,Alert Data,Firewall
2020-06-05 18:07:01,135.43.207.3,51.183.45.222,49474,6361,Udp,517,Control,Ftp,Eum id facere fugit officiis facilis. Dolorem nam laudantium inventore qui ducimus neque mollitia. Laboriosam temporibus aut commodi. Eum perferendis inventore voluptatum beatae repellendus.,Ioc Detected,11.22,Alert Triggered,Malware,Known Pattern B,Logged,Low,Dharmajan Rattan,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/3009-03-24 12:43:15 Firefox/3.6.8,Segment B,"Motihari, Haryana",129.195.106.79,,,Server
2023-10-10 13:23:26,220.71.249.174,66.180.126.45,26221,24393,Tcp,929,Data,Http,Exercitationem incidunt commodi odio tenetur odio sint. Quis et quos voluptates. Delectus et quidem provident temporibus minus. Fugiat commodi repellendus vel illo.,Ioc Detected,41.6,Alert Triggered,Ddos,Known Pattern A,Logged,Medium,Pihu Chawla,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/4.0),Segment B,"Tezpur, Maharashtra",,,,Server
2023-08-15 23:33:14,141.228.165.111,161.116.67.96,54415,7111,Icmp,958,Control,Http,Consectetur neque corporis aperiam odio. Consectetur tenetur nesciunt minima. Fuga optio saepe rem aut.,Ioc Detected,17.56,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Saanvi Buch,Mozilla/5.0 (Android 3.2.2; Mobile; rv:32.0) Gecko/32.0 Firefox/32.0,Segment A,"Lucknow, Rajasthan",,Log Data,Alert Data,Firewall
2022-06-06 20:15:32,113.76.115.199,204.246.80.165,8528,59976,Icmp,767,Control,Dns,Quaerat repellendus quasi sit vero nemo. Molestias error aperiam libero deleniti voluptates. Magnam numquam officiis temporibus odio animi inventore. Nam labore corporis sint quas.,,87.07,Alert Triggered,Ddos,Known Pattern B,Blocked,Low,Farhan Banik,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/51.0.830.0 Mobile/25R694 Safari/534.1",Segment C,"Ahmednagar, Punjab",,,,Server
2021-06-27 13:30:54,214.45.190.123,12.168.40.214,64460,26138,Udp,1415,Control,Dns,Natus eos dolor exercitationem ea asperiores. Pariatur quidem cupiditate culpa amet incidunt possimus adipisci. Quibusdam explicabo fugit accusamus aut.,Ioc Detected,53.36,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,Drishya Sura,Mozilla/5.0 (Windows NT 4.0; ber-MA; rv:1.9.0.20) Gecko/2517-09-20 04:49:03 Firefox/14.0,Segment A,"Lucknow, Assam",,Log Data,,Firewall
2023-01-15 23:07:27,122.134.82.236,205.205.226.154,40062,63423,Tcp,830,Data,Dns,Nesciunt minus debitis maxime. Pariatur quasi velit ad quidem exercitationem tempora.,,56.1,,Intrusion,Known Pattern B,Ignored,High,Pari Baral,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_3; rv:1.9.6.20) Gecko/8355-09-21 12:56:23 Firefox/5.0,Segment A,"Chinsurah, Gujarat",73.69.111.130,,,Server
2021-04-02 05:13:42,117.208.46.137,137.156.86.246,22693,21607,Icmp,1321,Data,Ftp,Harum tempora sed explicabo explicabo officiis. Eveniet possimus laudantium optio. Architecto distinctio sit nisi veniam quo hic.,,15.35,,Malware,Known Pattern B,Ignored,High,Zara Rana,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/5.1),Segment A,"Ramagundam, Nagaland",,Log Data,Alert Data,Server
2021-03-13 22:59:41,76.195.85.159,193.86.41.214,47060,31608,Udp,360,Control,Dns,Nam consectetur corporis qui. Quos facere sunt. Explicabo adipisci voluptate ut perspiciatis.,Ioc Detected,67.81,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Zoya Chandra,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/14.2u9131.0 Mobile/39O534 Safari/532.0",Segment B,"Kolkata, Punjab",70.200.151.45,Log Data,Alert Data,Firewall
2023-03-16 22:37:37,6.243.214.134,200.21.188.142,55627,19069,Tcp,89,Data,Dns,Voluptatibus odio fugit reprehenderit voluptatem. Consequatur dignissimos ratione non. Facere doloribus et aliquid voluptas sequi.,,96.3,,Intrusion,Known Pattern B,Logged,High,Onkar Raman,Opera/9.91.(X11; Linux x86_64; sa-IN) Presto/2.9.180 Version/11.00,Segment C,"Gurgaon, Tripura",15.177.102.241,Log Data,Alert Data,Server
2021-02-09 09:31:16,81.86.88.48,191.77.225.55,53548,56430,Tcp,1319,Control,Ftp,Eos natus inventore repellendus. Accusantium sapiente voluptatem est recusandae assumenda architecto suscipit.,,86.04,Alert Triggered,Intrusion,Known Pattern B,Blocked,Low,Ishaan Das,Mozilla/5.0 (Android 3.0; Mobile; rv:38.0) Gecko/38.0 Firefox/38.0,Segment A,"Karimnagar, Gujarat",128.229.251.48,Log Data,Alert Data,Firewall
2021-03-10 21:24:23,87.19.75.78,171.167.209.57,11384,26457,Icmp,335,Data,Http,Temporibus explicabo maiores facere praesentium consectetur consequuntur. Molestias corrupti illum. Fugiat accusantium qui. Quas optio nesciunt nemo quisquam.,,38.93,Alert Triggered,Malware,Known Pattern A,Ignored,High,Dhanuk Dar,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_5; rv:1.9.2.20) Gecko/3413-03-13 09:09:55 Firefox/3.6.16,Segment B,"Machilipatnam, Uttarakhand",86.65.92.132,,Alert Data,Firewall
2021-02-20 17:46:01,44.172.245.71,18.175.67.236,46663,45283,Tcp,1106,Control,Ftp,Vero non eligendi officia dolore deleniti ut quod. Quod natus distinctio accusantium ut.,Ioc Detected,74.63,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Samarth Bera,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; sv-FI) AppleWebKit/535.12.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6535.12.6",Segment C,"Machilipatnam, Arunachal Pradesh",53.42.93.149,,,Firewall
2022-11-12 06:31:22,212.49.43.106,161.181.79.41,8259,50127,Tcp,777,Control,Dns,Deleniti delectus impedit provident mollitia provident sequi. Dolore earum voluptate sequi. Sequi consectetur nesciunt consequuntur.,Ioc Detected,7.85,,Ddos,Known Pattern B,Blocked,Medium,Indranil Comar,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/40.0.801.0 Mobile/63H775 Safari/536.1",Segment B,"Rampur, Odisha",27.48.241.149,,Alert Data,Firewall
2022-08-09 17:35:59,195.170.75.235,97.128.100.102,45445,12911,Icmp,704,Data,Http,Assumenda nobis ex omnis. Quos dolore in. Sapiente vel magnam nesciunt ipsa et perferendis.,Ioc Detected,1.82,,Malware,Known Pattern B,Logged,Low,Saanvi Rastogi,"Mozilla/5.0 (Linux; Android 2.2) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/35.0.846.0 Safari/534.2",Segment A,"Motihari, Jharkhand",173.210.132.238,Log Data,Alert Data,Firewall
2020-03-10 09:38:29,134.120.6.6,220.254.166.183,54447,62096,Tcp,186,Data,Http,Earum laudantium repellat cumque. Distinctio ipsa totam distinctio nulla excepturi quia. Accusantium labore ratione ratione deserunt atque fuga commodi.,Ioc Detected,58.76,Alert Triggered,Ddos,Known Pattern B,Ignored,High,Ryan De,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/44.0.807.0 Mobile/17D048 Safari/536.1",Segment C,"Meerut, Assam",96.224.211.110,Log Data,Alert Data,Server
2020-12-20 16:10:27,125.210.7.44,18.153.79.140,2874,23479,Udp,1359,Data,Ftp,Unde possimus sequi earum. Ratione numquam ratione odio neque assumenda. Aspernatur odio quibusdam illum quos aliquam.,Ioc Detected,1.53,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Sana Aurora,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/4.1),Segment B,"Morena, Jharkhand",212.77.12.101,Log Data,,Server
2022-02-05 16:11:00,46.211.237.99,159.174.31.164,56434,53358,Tcp,74,Control,Http,Consequatur itaque explicabo cumque. Eius in sed id dignissimos dicta. Veniam commodi similique. Enim impedit commodi nesciunt ex consequuntur deleniti debitis.,,49.53,,Malware,Known Pattern A,Blocked,Low,Rati Baral,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ti-ET) AppleWebKit/535.17.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6535.17.5",Segment C,"Pudukkottai, Himachal Pradesh",,Log Data,Alert Data,Server
2022-10-27 21:42:14,40.154.130.195,59.19.30.21,56475,26409,Tcp,425,Data,Http,Doloremque consectetur aliquid in architecto ipsam dignissimos. Placeat ea possimus deserunt nobis possimus. Veniam ratione dicta ab iusto sequi.,,35.9,Alert Triggered,Ddos,Known Pattern B,Logged,Medium,Kismat Bahri,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2420-08-08 05:10:18 Firefox/3.6.15,Segment A,"Nangloi Jat, Madhya Pradesh",,Log Data,,Firewall
2023-05-20 09:32:17,103.50.236.155,199.241.84.55,35403,49880,Tcp,689,Data,Dns,Atque at voluptates. Ab sunt dicta. Rem blanditiis reprehenderit pariatur suscipit sunt. Ullam nemo reiciendis dolor ipsa ab. Velit dolores iste labore dolorum eum quam. Cumque dicta fugit.,,1.83,Alert Triggered,Malware,Known Pattern B,Blocked,High,Ranbir Ramanathan,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/3.1),Segment C,"Ramagundam, Chhattisgarh",,Log Data,,Firewall
2021-10-31 09:08:35,218.19.246.184,50.60.228.242,64139,18751,Udp,689,Data,Http,Commodi laboriosam officia sint asperiores. Quia doloremque natus recusandae quam. Aut magnam optio veritatis laboriosam quis. Laborum consequatur autem atque.,,56.68,Alert Triggered,Ddos,Known Pattern A,Ignored,Medium,Shanaya Bhargava,Opera/9.26.(X11; Linux i686; mg-MG) Presto/2.9.164 Version/12.00,Segment A,"Ghaziabad, Meghalaya",114.41.109.225,,,Firewall
2020-01-22 22:42:29,16.170.233.40,53.70.77.60,21174,1361,Icmp,850,Data,Dns,Ducimus eum recusandae odit atque saepe sed.,,78.06,,Intrusion,Known Pattern B,Blocked,Low,Aayush Deshpande,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_0) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/55.0.835.0 Safari/531.1",Segment C,"Tirunelveli, Goa",8.55.121.33,,Alert Data,Firewall
2021-12-08 18:46:31,174.136.110.38,126.149.98.35,65166,41071,Tcp,87,Control,Dns,Sint commodi neque ducimus laudantium ab saepe. Dolorum nesciunt dolorem sed. Quia quibusdam quis dolore repellendus.,,74.59,,Malware,Known Pattern B,Logged,High,Ivan Dasgupta,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/533.17.1 (KHTML, like Gecko) Version/5.1 Safari/533.17.1",Segment A,"Dehradun, Goa",,,,Server
2020-03-12 13:34:26,158.81.40.46,82.188.19.107,29360,47854,Udp,258,Data,Http,Pariatur quo ipsa atque maxime facere. Nostrum culpa excepturi culpa amet. Suscipit eum repellat quasi. Illo error animi laudantium.,,99.12,,Intrusion,Known Pattern A,Blocked,High,Jayant Sane,Mozilla/5.0 (Windows 95; tig-ER; rv:1.9.0.20) Gecko/2090-03-20 08:42:52 Firefox/3.8,Segment A,"Amritsar, Nagaland",155.38.242.82,Log Data,Alert Data,Firewall
