timestamp,source_ip_address,destination_ip_address,source_port,destination_port,protocol,packet_length,packet_type,traffic_type,malware_indicators,anomaly_scores,alerts_warnings,attack_type,attack_signature,action_taken,severity_level,user_information,device_information,network_segment,geo_location_data,proxy_information,firewall_logs,ids_ips_alerts,log_source
2021-06-18 14:25:23,178.161.34.215,133.221.70.98,57989,32939,TCP,849,Data,DNS,IoC Detected,99.43,No Alert Triggered,DDoS,Known Pattern A,Blocked,High,Kaira Kala,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/532.19.3 (KHTML, like Gecko) Version/4.0.5 Safari/532.19.3",Segment A,"Bihar Sharif, Sikkim",?,No Log Data,Alert Data,Firewall
2020-08-18 11:33:34,12.103.11.145,79.34.217.214,58115,11812,ICMP,882,Control,DNS,IoC Detected,76.36,No Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Kavya Konda,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/5.0),Segment C,"Moradabad, Andhra Pradesh",?,Log Data,Alert Data,Server
2020-07-22 16:19:04,21.32.195.144,8.83.7.249,62428,58602,TCP,106,Control,FTP,No IoC Detected,1.4,No Alert Triggered,Malware,Known Pattern B,Logged,High,Piya Grover,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_9 rv:6.0; cv-RU) AppleWebKit/533.26.4 (KHTML, like Gecko) Version/4.1 Safari/533.26.4",Segment A,"Silchar, Madhya Pradesh",54.105.143.53,No Log Data,Alert Data,Server
2020-05-25 20:08:40,146.38.144.252,83.81.120.54,45700,13033,TCP,1028,Data,HTTP,IoC Detected,90.46,Alert Triggered,Malware,Known Pattern A,Logged,High,Sahil Kunda,Opera/8.46.(Windows 98; Win 9x 4.90; br-FR) Presto/2.9.170 Version/10.00,Segment B,"Madhyamgram, Uttar Pradesh",101.28.142.51,Log Data,Alert Data,Firewall
2023-01-26 14:14:22,221.150.95.190,107.121.205.34,27754,10763,UDP,845,Data,DNS,No IoC Detected,18.29,No Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Hrishita Chowdhury,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/532.28.7 (KHTML, like Gecko) Version/4.1 Safari/532.28.7",Segment A,"Bellary, Uttar Pradesh",?,No Log Data,Alert Data,Firewall
2023-02-08 20:10:52,154.47.189.84,209.172.180.197,26795,9309,ICMP,209,Control,FTP,IoC Detected,15.1,No Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Suhana Goel,Opera/8.32.(Windows 98; Win 9x 4.90; sk-SK) Presto/2.9.162 Version/10.00,Segment A,"Gwalior, Nagaland",189.232.27.191,No Log Data,Alert Data,Firewall
2023-07-24 22:24:41,72.77.2.120,94.198.127.245,23911,19632,UDP,570,Data,DNS,IoC Detected,83.34,No Alert Triggered,DDoS,Known Pattern B,Blocked,Low,Kaira Magar,Opera/8.47.(X11; Linux x86_64; tr-TR) Presto/2.9.163 Version/11.00,Segment C,"Madurai, Arunachal Pradesh",170.30.243.60,No Log Data,No Alert Data,Server
2022-11-05 05:04:30,54.243.220.40,118.98.109.217,52304,62970,ICMP,1144,Data,HTTP,IoC Detected,59.86,No Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Yuvraj  Kohli,Mozilla/5.0 (Windows CE; kn-IN; rv:1.9.1.20) Gecko/3338-05-27 03:55:51 Firefox/3.8,Segment C,"Tenali, Gujarat",144.139.80.194,Log Data,Alert Data,Firewall
2022-09-07 22:32:41,209.99.234.41,43.67.6.247,21777,19369,TCP,504,Control,HTTP,IoC Detected,38.06,Alert Triggered,DDoS,Known Pattern A,Logged,High,Ranbir Bhat,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_1 rv:6.0; ku-TR) AppleWebKit/532.27.7 (KHTML, like Gecko) Version/4.0 Safari/532.27.7",Segment C,"Surat, Nagaland",?,No Log Data,Alert Data,Firewall
2020-02-28 22:20:47,217.61.106.250,156.136.153.85,58598,41886,UDP,1326,Control,FTP,No IoC Detected,82.13,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Nirvi Shetty,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/63.0.870.0 Safari/534.0",Segment A,"Burhanpur, Uttarakhand",87.3.215.43,Log Data,Alert Data,Firewall
2023-05-17 11:55:57,74.113.225.52,36.86.181.209,37562,53896,UDP,943,Data,FTP,No IoC Detected,13.54,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Shanaya Gaba,Mozilla/5.0 (Windows NT 5.2; tg-TJ; rv:1.9.0.20) Gecko/4066-04-08 14:45:50 Firefox/3.6.19,Segment C,"Jammu, Odisha",113.67.6.67,Log Data,No Alert Data,Server
2021-03-11 21:47:27,132.102.31.51,157.51.251.89,4093,8383,TCP,910,Control,HTTP,IoC Detected,42.76,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Aaryahi Boase,Opera/9.27.(Windows NT 6.1; nl-BE) Presto/2.9.190 Version/11.00,Segment B,"Howrah, Chhattisgarh",?,No Log Data,No Alert Data,Firewall
2023-07-23 05:54:23,136.59.113.167,128.209.81.186,33064,61221,UDP,351,Control,FTP,No IoC Detected,83.49,No Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Elakshi Bumb,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/18.0.854.0 Safari/532.0",Segment C,"Jalgaon, Manipur",?,No Log Data,Alert Data,Server
2023-03-16 07:26:19,103.61.202.162,130.175.187.153,60749,38228,ICMP,791,Control,DNS,No IoC Detected,37.71,No Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Eva Varghese,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/5247-08-24 03:13:59 Firefox/5.0,Segment A,"Surat, Maharashtra",?,No Log Data,No Alert Data,Firewall
2020-06-27 18:03:30,190.228.21.194,62.107.170.136,64381,27800,TCP,1152,Control,DNS,No IoC Detected,96.12,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Shaan Bassi,Mozilla/5.0 (Android 4.1.1; Mobile; rv:62.0) Gecko/62.0 Firefox/62.0,Segment A,"Shimoga, Meghalaya",?,Log Data,No Alert Data,Server
2022-03-29 02:37:20,124.200.92.184,125.102.80.27,30308,16565,ICMP,1214,Data,HTTP,No IoC Detected,50.87,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Neysa Brahmbhatt,Mozilla/5.0 (Android 4.4; Mobile; rv:46.0) Gecko/46.0 Firefox/46.0,Segment A,"Ahmedabad, Mizoram",?,Log Data,Alert Data,Firewall
2020-07-12 12:56:54,136.59.205.96,3.102.164.203,7573,22622,TCP,1073,Control,DNS,IoC Detected,9.49,No Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Shanaya Sule,Opera/9.31.(X11; Linux x86_64; sd-PK) Presto/2.9.163 Version/12.00,Segment C,"Ambala, Uttarakhand",?,No Log Data,No Alert Data,Firewall
2022-07-11 13:00:49,2.20.70.198,167.178.2.214,45987,55571,UDP,168,Control,HTTP,IoC Detected,17.07,No Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Samar Venkataraman,Opera/8.45.(X11; Linux i686; de-LU) Presto/2.9.186 Version/11.00,Segment A,"Rajahmundry, Assam",182.158.155.32,No Log Data,Alert Data,Server
2022-05-25 02:54:58,5.115.130.160,17.199.27.124,61390,65196,UDP,285,Data,DNS,IoC Detected,31.57,Alert Triggered,Malware,Known Pattern B,Logged,Low,Aarav Bali,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/10.6s2994.0 Mobile/96X925 Safari/533.0",Segment C,"Ahmedabad, Haryana",?,No Log Data,No Alert Data,Server
2021-02-01 02:27:20,154.224.193.36,65.248.223.69,49245,23740,TCP,616,Data,HTTP,IoC Detected,59.2,Alert Triggered,Malware,Known Pattern B,Logged,High,Anvi Dhillon,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_4) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/16.0.866.0 Safari/536.2",Segment A,"Tadipatri, Rajasthan",59.36.234.249,No Log Data,Alert Data,Firewall
2021-03-15 20:15:57,84.137.202.15,143.92.60.89,1419,29711,ICMP,1368,Data,FTP,IoC Detected,64.77,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Tanya Din,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/26.0.871.0 Mobile/15G043 Safari/532.1",Segment B,"Thoothukudi, Manipur",98.186.54.197,No Log Data,No Alert Data,Server
2020-06-09 09:07:14,179.105.10.156,155.41.183.147,61855,26707,TCP,622,Control,HTTP,No IoC Detected,31.39,No Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Nayantara Srivastava,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_4) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/56.0.867.0 Safari/532.1",Segment A,"Silchar, Punjab",?,No Log Data,Alert Data,Server
2022-09-25 17:16:34,5.20.117.26,184.155.85.59,16104,63202,TCP,875,Data,FTP,IoC Detected,99.24,No Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Advika Ravel,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/17.3m8521.0 Mobile/09F404 Safari/531.2",Segment C,"Bettiah, Odisha",?,Log Data,Alert Data,Firewall
2021-09-01 20:59:56,203.8.84.57,196.193.48.170,23325,2214,TCP,784,Data,HTTP,IoC Detected,51.6,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Siya Grover,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/531.25.3 (KHTML, like Gecko) Version/4.0.1 Safari/531.25.3",Segment A,"Pudukkottai, Maharashtra",?,Log Data,No Alert Data,Server
2020-02-12 21:45:58,75.43.57.139,71.251.5.163,63433,13049,TCP,1429,Data,FTP,No IoC Detected,61.07,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Manikya Mann,Opera/9.40.(Windows NT 4.0; ik-CA) Presto/2.9.168 Version/12.00,Segment C,"Bareilly, Sikkim",?,No Log Data,Alert Data,Firewall
2020-12-22 16:02:09,53.191.2.116,221.124.148.14,10052,33643,TCP,1164,Control,FTP,IoC Detected,43.47,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,Indrajit Gupta,Opera/8.55.(X11; Linux x86_64; sid-ET) Presto/2.9.168 Version/12.00,Segment C,"Jehanabad, Chhattisgarh",?,No Log Data,No Alert Data,Server
2020-12-08 17:40:19,193.29.230.29,214.71.11.164,47020,9264,UDP,1027,Control,HTTP,No IoC Detected,87.1,No Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Hridaan Jha,Mozilla/5.0 (Windows NT 4.0; ht-HT; rv:1.9.1.20) Gecko/2351-07-12 01:32:13 Firefox/3.6.9,Segment B,"Ghaziabad, Uttarakhand",182.184.6.141,Log Data,Alert Data,Server
2023-01-24 06:59:04,107.205.222.220,222.91.128.5,27830,40742,ICMP,229,Control,HTTP,IoC Detected,97.49,Alert Triggered,DDoS,Known Pattern B,Logged,High,Jivika Saini,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/62.0.810.0 Safari/533.1",Segment B,"Secunderabad, Jharkhand",?,Log Data,Alert Data,Firewall
2021-02-27 23:01:38,67.121.190.28,59.31.164.121,30311,60674,ICMP,690,Data,HTTP,No IoC Detected,76.87,No Alert Triggered,Intrusion,Known Pattern B,Logged,Low,Eva Sawhney,Opera/8.49.(Windows 98; Win 9x 4.90; af-ZA) Presto/2.9.180 Version/12.00,Segment C,"Khandwa, Gujarat",?,No Log Data,No Alert Data,Server
2021-05-26 08:17:48,25.110.27.126,122.50.194.51,64771,48011,TCP,472,Data,DNS,No IoC Detected,60.36,Alert Triggered,DDoS,Known Pattern B,Blocked,High,Mehul Sandhu,Opera/8.61.(X11; Linux x86_64; ml-IN) Presto/2.9.185 Version/12.00,Segment A,"Gandhidham, Odisha",?,Log Data,Alert Data,Server
2022-11-09 07:33:17,27.31.81.199,5.217.79.157,42102,10603,UDP,1269,Control,DNS,IoC Detected,93.68,No Alert Triggered,Malware,Known Pattern B,Ignored,Low,Mehul Chakrabarti,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/4.0),Segment A,"Rajpur Sonarpur, Bihar",?,Log Data,No Alert Data,Firewall
2020-01-03 01:59:27,218.70.53.220,125.221.162.222,50533,34976,ICMP,484,Control,HTTP,IoC Detected,14.4,No Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Stuvan Sani,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/3.0),Segment A,"Kumbakonam, Karnataka",93.58.228.152,Log Data,No Alert Data,Firewall
2021-03-19 12:14:15,47.90.159.236,62.152.78.86,22905,46702,UDP,1381,Data,HTTP,No IoC Detected,13.8,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Vedika Krishna,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/534.2.1 (KHTML, like Gecko) Version/5.1 Safari/534.2.1",Segment C,"Durg, Assam",?,Log Data,Alert Data,Firewall
2023-04-25 12:08:38,97.88.250.1,168.50.255.200,46686,11628,UDP,920,Control,FTP,No IoC Detected,20.95,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Ivan Das,Opera/9.28.(X11; Linux i686; fo-FO) Presto/2.9.179 Version/11.00,Segment C,"Gwalior, Himachal Pradesh",?,Log Data,Alert Data,Firewall
2021-07-23 20:17:53,34.3.247.63,46.150.201.20,26595,18358,TCP,203,Data,HTTP,IoC Detected,41.04,No Alert Triggered,Intrusion,Known Pattern B,Logged,High,Himmat Borah,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/4.0),Segment C,"Shimla, Kerala",51.159.46.125,No Log Data,Alert Data,Firewall
2020-09-18 08:09:31,48.103.47.34,141.18.63.187,39235,19493,UDP,1284,Control,DNS,No IoC Detected,65.54,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Ranbir Ghose,Opera/9.52.(Windows NT 6.0; iw-IL) Presto/2.9.183 Version/10.00,Segment C,"Bhind, Bihar",147.209.164.32,Log Data,No Alert Data,Firewall
2022-10-08 23:45:36,179.81.152.33,210.252.54.32,50449,47452,ICMP,943,Data,DNS,No IoC Detected,48.96,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Zain Sarraf,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/14.0.853.0 Safari/533.2",Segment C,"Nellore, West Bengal",179.208.29.56,No Log Data,No Alert Data,Firewall
2020-06-01 12:12:46,47.198.160.209,164.56.209.10,3955,42511,ICMP,580,Data,FTP,IoC Detected,27.01,Alert Triggered,Malware,Known Pattern A,Blocked,High,Mannat Loke,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; es-PE) AppleWebKit/534.10.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6534.10.4",Segment A,"Tadepalligudem, Manipur",?,Log Data,Alert Data,Firewall
2022-12-11 21:12:03,161.125.124.218,112.193.167.206,36271,40612,ICMP,453,Control,DNS,No IoC Detected,35.92,No Alert Triggered,Malware,Known Pattern A,Logged,Low,Divyansh Ray,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.7.4 (KHTML, like Gecko) Version/4.0 Safari/534.7.4",Segment C,"Khammam, Haryana",?,No Log Data,No Alert Data,Firewall
2021-12-22 12:56:51,133.122.144.0,205.17.127.26,41185,27351,ICMP,390,Control,FTP,IoC Detected,87.37,No Alert Triggered,DDoS,Known Pattern B,Logged,Medium,Lavanya Chada,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_2; rv:1.9.2.20) Gecko/7507-07-19 10:23:19 Firefox/3.6.14,Segment C,"Varanasi, Mizoram",63.211.208.100,No Log Data,Alert Data,Firewall
2020-02-07 19:55:42,184.75.106.230,98.174.250.201,33119,27486,TCP,348,Data,DNS,IoC Detected,51.39,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Mahika Majumdar,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/17.0.840.0 Safari/534.0",Segment B,"Kirari Suleman Nagar, Jharkhand",147.20.106.229,No Log Data,Alert Data,Server
2020-10-10 12:00:41,46.105.8.48,122.207.63.197,64578,25856,ICMP,1341,Control,DNS,No IoC Detected,4.84,No Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Advik Subramanian,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_1 rv:6.0; raj-IN) AppleWebKit/535.23.7 (KHTML, like Gecko) Version/4.1 Safari/535.23.7",Segment A,"Ramagundam, West Bengal",39.216.117.167,No Log Data,Alert Data,Server
2020-12-19 11:03:37,158.120.174.236,167.107.114.53,54056,4994,UDP,273,Control,DNS,IoC Detected,58.68,No Alert Triggered,DDoS,Known Pattern B,Ignored,High,Prerak Issac,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_4 rv:6.0; mg-MG) AppleWebKit/533.31.2 (KHTML, like Gecko) Version/4.1 Safari/533.31.2",Segment B,"Amritsar, West Bengal",34.187.84.74,No Log Data,Alert Data,Firewall
2020-08-13 13:22:37,139.53.100.107,20.176.170.35,18033,24992,UDP,1332,Data,HTTP,No IoC Detected,90.33,No Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Kiara Kannan,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/532.7.3 (KHTML, like Gecko) Version/4.0 Safari/532.7.3",Segment A,"Jaipur, Haryana",83.253.134.72,Log Data,Alert Data,Firewall
2022-09-10 09:57:00,132.139.206.210,177.174.45.36,53864,60489,TCP,293,Data,FTP,No IoC Detected,7.09,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Neysa Din,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/22.0.860.0 Safari/532.0",Segment C,"Asansol, Himachal Pradesh",87.9.215.129,No Log Data,Alert Data,Server
2022-05-01 08:07:13,24.67.24.38,41.197.105.241,48850,53917,ICMP,1171,Data,FTP,IoC Detected,63.44,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Samaira Choudhry,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0 rv:3.0; yue-HK) AppleWebKit/535.11.2 (KHTML, like Gecko) Version/4.0.3 Safari/535.11.2",Segment C,"Madanapalle, Tripura",?,Log Data,Alert Data,Firewall
2022-06-24 01:22:48,88.201.229.177,7.48.179.113,46582,63430,ICMP,572,Data,FTP,No IoC Detected,23.67,No Alert Triggered,Malware,Known Pattern A,Blocked,Low,Yashvi Mangal,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1 rv:4.0; sk-SK) AppleWebKit/532.6.3 (KHTML, like Gecko) Version/5.0.5 Safari/532.6.3",Segment A,"Eluru, Rajasthan",94.103.176.144,No Log Data,Alert Data,Firewall
2021-06-27 19:31:45,192.46.165.4,189.228.31.43,41780,8250,UDP,1228,Control,FTP,IoC Detected,21.16,No Alert Triggered,Malware,Known Pattern B,Logged,Low,Sumer Char,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; ff-SN) AppleWebKit/531.30.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6531.30.3",Segment C,"Ichalkaranji, Telangana",?,No Log Data,No Alert Data,Firewall
2021-08-05 23:44:42,191.243.212.199,119.215.81.95,33474,2854,ICMP,1295,Data,HTTP,No IoC Detected,85.48,Alert Triggered,Malware,Known Pattern A,Ignored,Low,Ivana Kala,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/5.1),Segment B,"Gorakhpur, Mizoram",?,Log Data,Alert Data,Firewall
2020-04-16 18:38:17,69.247.33.227,37.254.5.105,37140,29009,TCP,436,Data,DNS,IoC Detected,83.14,No Alert Triggered,Malware,Known Pattern B,Logged,Medium,Tanya Guha,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/4.0),Segment C,"Udupi, Himachal Pradesh",?,No Log Data,No Alert Data,Firewall
2022-05-01 04:35:04,64.167.146.210,173.234.7.191,45420,33229,ICMP,717,Data,DNS,No IoC Detected,0.07,No Alert Triggered,DDoS,Known Pattern B,Logged,High,Mishti Kadakia,Opera/8.36.(Windows NT 5.0; szl-PL) Presto/2.9.170 Version/12.00,Segment C,"Jamalpur, Kerala",?,No Log Data,Alert Data,Server
2023-04-13 18:12:33,40.193.26.48,146.18.118.63,17679,19268,ICMP,984,Control,FTP,No IoC Detected,72.99,Alert Triggered,Malware,Known Pattern B,Ignored,High,Stuvan Tiwari,"Mozilla/5.0 (Linux; Android 1.5) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/17.0.802.0 Safari/536.1",Segment A,"Surendranagar Dudhrej, Punjab",217.135.209.99,Log Data,Alert Data,Server
2021-04-11 12:26:50,46.79.173.203,64.111.112.29,52098,18104,TCP,866,Data,HTTP,IoC Detected,37.86,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Adah Majumdar,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2952-02-10 23:12:20 Firefox/3.6.6,Segment B,"Nandyal, Uttarakhand",73.146.234.215,Log Data,No Alert Data,Server
2020-01-10 10:35:16,100.140.115.150,15.203.88.189,59140,32956,UDP,663,Data,DNS,No IoC Detected,58.34,No Alert Triggered,DDoS,Known Pattern A,Logged,Low,Aarav Issac,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/19.0.891.0 Safari/531.1",Segment C,"Guntakal, Maharashtra",25.24.242.168,Log Data,Alert Data,Firewall
2023-03-08 08:37:02,2.93.183.169,144.156.250.127,40327,51793,UDP,1088,Data,DNS,IoC Detected,50.31,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Divyansh Butala,Opera/9.27.(Windows 98; or-IN) Presto/2.9.164 Version/12.00,Segment C,"Gandhidham, Himachal Pradesh",180.121.126.78,Log Data,No Alert Data,Firewall
2020-07-20 22:33:40,117.39.62.51,208.68.188.132,17680,63472,UDP,1159,Data,DNS,IoC Detected,40.31,No Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Kavya Rout,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_1; rv:1.9.4.20) Gecko/3022-09-14 21:18:44 Firefox/10.0,Segment B,"Begusarai, Assam",?,Log Data,No Alert Data,Firewall
2021-01-09 03:40:22,65.96.104.143,35.43.244.244,32204,47204,UDP,1036,Data,HTTP,IoC Detected,52.42,Alert Triggered,DDoS,Known Pattern B,Logged,High,Tejas Chauhan,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/34.0.884.0 Mobile/49I216 Safari/532.2",Segment A,"Bhatpara, Maharashtra",131.54.155.211,Log Data,No Alert Data,Firewall
2023-08-23 16:43:40,175.208.253.130,134.219.227.123,39243,14995,UDP,819,Control,DNS,No IoC Detected,51.45,No Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Taimur Sura,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/39.0.868.0 Safari/533.2",Segment B,"Katihar, Nagaland",89.62.23.131,No Log Data,No Alert Data,Server
2022-08-27 04:14:45,106.200.151.58,175.125.1.10,20107,16730,TCP,531,Control,HTTP,IoC Detected,98.28,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Mehul Wagle,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/9217-08-17 15:09:21 Firefox/3.6.17,Segment B,"Moradabad, Uttarakhand",21.160.159.33,Log Data,No Alert Data,Firewall
2020-11-20 05:22:51,39.170.253.207,145.58.49.204,60305,60102,TCP,1003,Control,FTP,IoC Detected,15.71,No Alert Triggered,Malware,Known Pattern B,Ignored,Low,Aarna Kibe,Mozilla/5.0 (Android 3.2; Mobile; rv:60.0) Gecko/60.0 Firefox/60.0,Segment C,"Farrukhabad, Andhra Pradesh",101.205.34.224,Log Data,Alert Data,Server
2023-01-20 17:12:42,83.97.172.248,94.251.47.173,65406,28590,TCP,1190,Control,HTTP,No IoC Detected,7.9,No Alert Triggered,DDoS,Known Pattern B,Ignored,Low,Raghav Sha,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_2 rv:4.0; ne-NP) AppleWebKit/535.45.1 (KHTML, like Gecko) Version/4.0.1 Safari/535.45.1",Segment B,"Asansol, Karnataka",166.75.98.119,Log Data,No Alert Data,Server
2023-10-01 19:51:31,106.7.165.122,53.158.156.222,52900,25128,UDP,188,Data,FTP,IoC Detected,50.03,No Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Biju Bhattacharyya,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; et-EE) AppleWebKit/531.2.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6531.2.7",Segment B,"Tiruppur, Jharkhand",117.46.131.124,Log Data,No Alert Data,Server
2020-08-01 02:56:28,17.241.183.18,134.48.35.80,12265,8887,ICMP,1305,Control,DNS,IoC Detected,27.03,Alert Triggered,Malware,Known Pattern A,Ignored,Low,Samaira Choudhary,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/35.0.845.0 Safari/536.0",Segment A,"Medininagar, Arunachal Pradesh",142.48.82.212,No Log Data,No Alert Data,Server
2020-02-25 19:30:19,138.153.107.255,43.102.233.82,3633,6521,UDP,1328,Control,FTP,IoC Detected,7.36,No Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Vedika Sibal,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/36.0.857.0 Safari/534.0",Segment C,"Hubli–Dharwad, Rajasthan",?,Log Data,No Alert Data,Firewall
2020-01-22 13:12:09,201.214.109.163,106.216.214.19,6427,44942,TCP,1111,Data,FTP,IoC Detected,39.07,No Alert Triggered,Malware,Known Pattern A,Blocked,Low,Saanvi Sur,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/33.0.822.0 Mobile/17Z264 Safari/536.2",Segment C,"Bhimavaram, Manipur",110.158.41.71,No Log Data,Alert Data,Firewall
2023-09-16 14:50:00,164.240.216.125,125.31.120.141,16582,6029,TCP,984,Control,FTP,IoC Detected,54.8,No Alert Triggered,DDoS,Known Pattern B,Ignored,Low,Lakshay Bansal,Mozilla/5.0 (Android 4.4.4; Mobile; rv:63.0) Gecko/63.0 Firefox/63.0,Segment B,"Ongole, Rajasthan",?,No Log Data,Alert Data,Firewall
2020-08-28 01:38:06,36.49.157.99,91.205.156.87,13908,59252,UDP,452,Control,FTP,IoC Detected,92.11,No Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Eshani Varma,Mozilla/5.0 (Windows 98; fr-CA; rv:1.9.2.20) Gecko/8718-06-23 21:03:08 Firefox/3.6.3,Segment B,"Shimoga, Uttarakhand",115.2.84.168,Log Data,No Alert Data,Firewall
